docname,topic,proportion
input_MWW.txt:780,001,1.0
input_MWW.txt:815,002,1.0
input_MWW.txt:850,000,1.0
input_MWW.txt:885,003,1.0
input_MWW.txt:920,007,1.0
input_MWW.txt:955,010,1.0
input_MWW.txt:990,003,1.0
input_MWW.txt:3,010,1.0
input_MWW.txt:38,010,1.0
input_MWW.txt:73,002,1.0
input_MWW.txt:108,010,1.0
input_MWW.txt:143,010,1.0
input_MWW.txt:178,010,1.0
input_MWW.txt:213,010,1.0
input_MWW.txt:248,009,1.0
input_MWW.txt:283,000,1.0
input_MWW.txt:318,000,1.0
input_MWW.txt:353,005,1.0
input_MWW.txt:388,005,1.0
input_MWW.txt:423,000,1.0
input_MWW.txt:458,002,1.0
input_MWW.txt:493,010,1.0
input_MWW.txt:523,010,1.0
input_MWW.txt:558,001,1.0
input_MWW.txt:593,004,1.0
input_MWW.txt:628,004,1.0
input_MWW.txt:663,001,1.0
input_MWW.txt:698,009,1.0
input_MWW.txt:733,011,1.0
input_MWW.txt:768,006,1.0
input_MWW.txt:803,011,1.0
input_MWW.txt:838,000,1.0
input_MWW.txt:873,010,1.0
input_MWW.txt:908,008,1.0
input_MWW.txt:943,007,1.0
input_MWW.txt:978,010,1.0
input_MWW.txt:1013,003,1.0
input_MWW.txt:7,010,1.0
input_MWW.txt:42,000,1.0
input_MWW.txt:77,000,1.0
input_MWW.txt:112,010,1.0
input_MWW.txt:147,010,1.0
input_MWW.txt:182,010,1.0
input_MWW.txt:217,010,1.0
input_MWW.txt:252,010,1.0
input_MWW.txt:287,000,1.0
input_MWW.txt:322,010,1.0
input_MWW.txt:357,005,1.0
input_MWW.txt:392,005,1.0
input_MWW.txt:427,002,1.0
input_MWW.txt:462,002,1.0
input_MWW.txt:497,010,1.0
input_MWW.txt:527,013,1.0
input_MWW.txt:562,001,1.0
input_MWW.txt:597,000,1.0
input_MWW.txt:632,001,1.0
input_MWW.txt:667,001,1.0
input_MWW.txt:702,001,1.0
input_MWW.txt:737,009,1.0
input_MWW.txt:772,002,1.0
input_MWW.txt:807,009,1.0
input_MWW.txt:842,000,1.0
input_MWW.txt:877,008,1.0
input_MWW.txt:912,013,1.0
input_MWW.txt:947,007,1.0
input_MWW.txt:982,002,1.0
input_MWW.txt:1017,002,1.0
input_MWW.txt:32,006,1.0
input_MWW.txt:67,000,1.0
input_MWW.txt:102,008,1.0
input_MWW.txt:137,010,1.0
input_MWW.txt:172,010,1.0
input_MWW.txt:207,010,1.0
input_MWW.txt:242,006,1.0
input_MWW.txt:277,001,1.0
input_MWW.txt:312,000,0.617961
input_MWW.txt:312,001,0.245186
input_MWW.txt:312,002,0.136853
input_MWW.txt:347,005,1.0
input_MWW.txt:382,005,1.0
input_MWW.txt:417,000,1.0
