docname,topic,proportion
input_SAR.txt:1268,004,1.0
input_SAR.txt:1303,002,1.0
input_SAR.txt:1338,004,1.0
input_SAR.txt:1373,007,1.0
input_SAR.txt:1408,000,1.0
input_SAR.txt:1443,004,1.0
input_SAR.txt:1478,004,1.0
input_SAR.txt:1513,004,1.0
input_SAR.txt:1548,004,1.0
input_SAR.txt:1583,000,1.0
input_SAR.txt:1618,004,1.0
input_SAR.txt:1653,002,1.0
input_SAR.txt:21,001,1.0
input_SAR.txt:56,004,1.0
input_SAR.txt:91,003,1.0
input_SAR.txt:126,009,1.0
input_SAR.txt:161,009,1.0
input_SAR.txt:196,004,1.0
input_SAR.txt:231,010,1.0
input_SAR.txt:266,000,1.0
input_SAR.txt:301,014,1.0
input_SAR.txt:336,006,1.0
input_SAR.txt:371,009,1.0
input_SAR.txt:406,005,1.0
input_SAR.txt:441,005,1.0
input_SAR.txt:476,005,1.0
input_SAR.txt:511,009,1.0
input_SAR.txt:546,002,1.0
input_SAR.txt:581,001,1.0
input_SAR.txt:616,008,1.0
input_SAR.txt:651,001,1.0
input_SAR.txt:686,004,1.0
input_SAR.txt:721,000,1.0
input_SAR.txt:756,004,1.0
input_SAR.txt:791,004,1.0
input_SAR.txt:826,010,1.0
input_SAR.txt:856,001,1.0
input_SAR.txt:891,006,1.0
input_SAR.txt:926,004,1.0
input_SAR.txt:961,002,1.0
input_SAR.txt:996,000,1.0
input_SAR.txt:1031,004,1.0
input_SAR.txt:1066,007,1.0
input_SAR.txt:1101,006,1.0
input_SAR.txt:1136,017,1.0
input_SAR.txt:1171,000,1.0
input_SAR.txt:1206,002,1.0
input_SAR.txt:1241,003,1.0
input_SAR.txt:1276,000,1.0
input_SAR.txt:1311,000,1.0
input_SAR.txt:1346,001,1.0
input_SAR.txt:1381,000,1.0
input_SAR.txt:1416,001,1.0
input_SAR.txt:1451,004,1.0
input_SAR.txt:1486,007,1.0
input_SAR.txt:1521,012,1.0
input_SAR.txt:1556,005,1.0
input_SAR.txt:1591,001,1.0
input_SAR.txt:1626,014,1.0
input_SAR.txt:1661,013,1.0
input_SAR.txt:15,010,1.0
input_SAR.txt:50,001,1.0
input_SAR.txt:85,004,1.0
input_SAR.txt:120,004,1.0
input_SAR.txt:155,000,1.0
input_SAR.txt:190,006,1.0
input_SAR.txt:225,004,1.0
input_SAR.txt:260,004,1.0
input_SAR.txt:295,004,1.0
input_SAR.txt:330,004,1.0
input_SAR.txt:365,004,1.0
input_SAR.txt:400,000,1.0
input_SAR.txt:435,006,1.0
input_SAR.txt:470,004,1.0
input_SAR.txt:505,001,1.0
input_SAR.txt:540,001,1.0
input_SAR.txt:575,001,1.0
input_SAR.txt:610,001,1.0
input_SAR.txt:645,000,1.0
input_SAR.txt:680,004,1.0
input_SAR.txt:715,004,1.0
input_SAR.txt:750,003,1.0
input_SAR.txt:785,004,1.0
input_SAR.txt:820,004,1.0
input_SAR.txt:885,001,1.0
input_SAR.txt:920,007,1.0
input_SAR.txt:955,002,1.0
input_SAR.txt:990,007,1.0
input_SAR.txt:1025,016,1.0
input_SAR.txt:1060,002,1.0
input_SAR.txt:1095,002,1.0
input_SAR.txt:1130,017,1.0
input_SAR.txt:1165,000,1.0
input_SAR.txt:1200,004,1.0
input_SAR.txt:1235,007,1.0
input_SAR.txt:1270,000,1.0
input_SAR.txt:1305,000,1.0
input_SAR.txt:1340,003,1.0
input_SAR.txt:1375,002,1.0
input_SAR.txt:1410,001,1.0
input_SAR.txt:1445,001,1.0
input_SAR.txt:1480,007,1.0
input_SAR.txt:1515,012,1.0
input_SAR.txt:1550,004,1.0
input_SAR.txt:1585,004,1.0
input_SAR.txt:1620,005,1.0
input_SAR.txt:1655,014,1.0
input_SAR.txt:7,004,1.0
input_SAR.txt:42,001,1.0
input_SAR.txt:77,004,1.0
input_SAR.txt:112,000,1.0
input_SAR.txt:147,016,1.0
input_SAR.txt:182,004,1.0
input_SAR.txt:217,005,1.0
input_SAR.txt:252,004,1.0
input_SAR.txt:287,004,1.0
input_SAR.txt:322,000,1.0
input_SAR.txt:357,011,1.0
input_SAR.txt:392,011,1.0
input_SAR.txt:427,009,1.0
input_SAR.txt:462,008,1.0
input_SAR.txt:497,001,1.0
input_SAR.txt:532,004,1.0
input_SAR.txt:567,001,1.0
input_SAR.txt:602,004,1.0
input_SAR.txt:637,007,1.0
input_SAR.txt:672,000,1.0
input_SAR.txt:707,004,1.0
input_SAR.txt:742,000,1.0
input_SAR.txt:777,004,1.0
input_SAR.txt:812,006,1.0
input_SAR.txt:847,006,1.0
input_SAR.txt:877,004,1.0
input_SAR.txt:912,004,1.0
input_SAR.txt:947,000,1.0
input_SAR.txt:982,004,1.0
input_SAR.txt:1017,003,1.0
input_SAR.txt:1052,007,1.0
input_SAR.txt:1087,003,1.0
input_SAR.txt:1122,007,1.0
input_SAR.txt:1157,007,1.0
input_SAR.txt:1192,000,1.0
input_SAR.txt:1227,000,0.548078
input_SAR.txt:1227,001,0.451922
input_SAR.txt:1262,007,1.0
input_SAR.txt:1297,001,1.0
input_SAR.txt:1332,007,1.0
input_SAR.txt:1367,007,1.0
input_SAR.txt:1402,007,1.0
input_SAR.txt:1437,013,1.0
input_SAR.txt:1472,004,1.0
input_SAR.txt:1507,001,1.0
input_SAR.txt:1542,011,1.0
input_SAR.txt:1577,004,1.0
input_SAR.txt:1612,001,1.0
input_SAR.txt:1647,009,1.0
input_SAR.txt:24,004,1.0
input_SAR.txt:59,004,1.0
input_SAR.txt:94,004,1.0
input_SAR.txt:129,004,1.0
input_SAR.txt:164,004,1.0
input_SAR.txt:199,003,1.0
input_SAR.txt:234,010,1.0
input_SAR.txt:269,000,1.0
input_SAR.txt:304,000,1.0
input_SAR.txt:339,002,1.0
input_SAR.txt:374,009,1.0
input_SAR.txt:409,006,1.0
input_SAR.txt:444,015,1.0
input_SAR.txt:479,006,1.0
input_SAR.txt:514,007,1.0
input_SAR.txt:549,001,1.0
input_SAR.txt:584,001,1.0
input_SAR.txt:619,005,1.0
input_SAR.txt:654,000,1.0
input_SAR.txt:689,001,1.0
input_SAR.txt:724,004,1.0
input_SAR.txt:759,001,1.0
input_SAR.txt:794,004,1.0
