docname,topic,proportion
input_SAR.txt:1626,010,1.0
input_SAR.txt:1661,008,1.0
input_SAR.txt:3,002,1.0
input_SAR.txt:38,005,1.0
input_SAR.txt:73,003,1.0
input_SAR.txt:108,000,1.0
input_SAR.txt:143,000,1.0
input_SAR.txt:178,004,1.0
input_SAR.txt:213,000,1.0
input_SAR.txt:248,001,1.0
input_SAR.txt:283,002,1.0
input_SAR.txt:318,012,1.0
input_SAR.txt:353,001,1.0
input_SAR.txt:388,001,1.0
input_SAR.txt:423,005,1.0
input_SAR.txt:458,003,1.0
input_SAR.txt:493,000,1.0
input_SAR.txt:528,012,1.0
input_SAR.txt:563,000,1.0
input_SAR.txt:598,001,1.0
input_SAR.txt:633,001,1.0
input_SAR.txt:668,003,1.0
input_SAR.txt:703,000,1.0
input_SAR.txt:738,000,1.0
input_SAR.txt:773,000,1.0
input_SAR.txt:808,000,0.784423
input_SAR.txt:808,001,0.215577
input_SAR.txt:843,001,1.0
input_SAR.txt:873,005,1.0
input_SAR.txt:908,001,1.0
input_SAR.txt:943,006,1.0
input_SAR.txt:978,012,1.0
input_SAR.txt:1013,002,1.0
input_SAR.txt:1048,002,1.0
input_SAR.txt:1083,002,1.0
input_SAR.txt:1118,003,1.0
input_SAR.txt:1153,000,1.0
input_SAR.txt:1188,001,1.0
input_SAR.txt:1223,001,1.0
input_SAR.txt:1258,000,1.0
input_SAR.txt:1293,011,1.0
input_SAR.txt:1328,005,1.0
input_SAR.txt:1363,005,1.0
input_SAR.txt:1398,002,1.0
input_SAR.txt:1433,008,1.0
input_SAR.txt:1468,005,1.0
input_SAR.txt:1503,003,1.0
input_SAR.txt:1538,001,1.0
input_SAR.txt:1573,001,1.0
input_SAR.txt:1608,001,1.0
input_SAR.txt:1643,000,1.0
input_SAR.txt:18,003,1.0
input_SAR.txt:53,000,1.0
input_SAR.txt:88,000,1.0
input_SAR.txt:123,000,1.0
input_SAR.txt:158,001,1.0
input_SAR.txt:193,011,1.0
input_SAR.txt:228,002,1.0
input_SAR.txt:263,002,1.0
input_SAR.txt:298,004,1.0
input_SAR.txt:333,001,1.0
input_SAR.txt:368,002,1.0
input_SAR.txt:403,005,1.0
input_SAR.txt:438,012,1.0
input_SAR.txt:473,000,1.0
input_SAR.txt:508,009,1.0
input_SAR.txt:543,000,1.0
input_SAR.txt:578,001,1.0
input_SAR.txt:613,002,1.0
input_SAR.txt:648,000,1.0
input_SAR.txt:683,000,1.0
input_SAR.txt:718,000,1.0
input_SAR.txt:753,004,1.0
input_SAR.txt:788,006,1.0
input_SAR.txt:823,001,1.0
input_SAR.txt:888,001,1.0
input_SAR.txt:923,005,1.0
input_SAR.txt:958,011,1.0
input_SAR.txt:993,005,1.0
input_SAR.txt:1028,009,1.0
input_SAR.txt:1063,000,1.0
input_SAR.txt:1098,002,1.0
input_SAR.txt:1133,000,1.0
input_SAR.txt:1168,000,1.0
input_SAR.txt:1203,000,1.0
input_SAR.txt:1238,000,1.0
input_SAR.txt:1273,001,1.0
input_SAR.txt:1308,000,1.0
input_SAR.txt:1343,000,1.0
input_SAR.txt:1378,000,1.0
input_SAR.txt:1413,000,1.0
input_SAR.txt:1448,000,1.0
input_SAR.txt:1483,005,1.0
input_SAR.txt:1518,000,1.0
input_SAR.txt:1553,001,1.0
input_SAR.txt:1588,000,1.0
input_SAR.txt:1623,000,1.0
input_SAR.txt:1658,001,1.0
input_SAR.txt:16,002,1.0
