docname,topic,proportion
input_SAR.txt:557,005,1.0
input_SAR.txt:592,010,1.0
input_SAR.txt:627,007,1.0
input_SAR.txt:662,000,1.0
input_SAR.txt:697,016,1.0
input_SAR.txt:732,012,1.0
input_SAR.txt:767,012,1.0
input_SAR.txt:802,026,1.0
input_SAR.txt:837,004,1.0
input_SAR.txt:867,010,1.0
input_SAR.txt:902,010,1.0
input_SAR.txt:937,000,1.0
input_SAR.txt:972,007,1.0
input_SAR.txt:1007,011,1.0
input_SAR.txt:1042,010,1.0
input_SAR.txt:1077,001,1.0
input_SAR.txt:1112,010,1.0
input_SAR.txt:1147,001,1.0
input_SAR.txt:1182,000,1.0
input_SAR.txt:1217,010,1.0
input_SAR.txt:1252,000,1.0
input_SAR.txt:1287,000,1.0
input_SAR.txt:1322,005,1.0
input_SAR.txt:1357,000,1.0
input_SAR.txt:1392,007,1.0
input_SAR.txt:1427,001,1.0
input_SAR.txt:1462,016,1.0
input_SAR.txt:1497,012,1.0
input_SAR.txt:1532,006,1.0
input_SAR.txt:1567,009,1.0
input_SAR.txt:1602,001,1.0
input_SAR.txt:1637,001,1.0
input_SAR.txt:1672,000,1.0
input_SAR.txt:9,010,1.0
input_SAR.txt:44,002,1.0
input_SAR.txt:79,001,1.0
input_SAR.txt:114,019,1.0
input_SAR.txt:149,002,1.0
input_SAR.txt:184,010,1.0
input_SAR.txt:219,013,1.0
input_SAR.txt:254,008,1.0
input_SAR.txt:289,004,1.0
input_SAR.txt:324,001,1.0
input_SAR.txt:359,015,1.0
input_SAR.txt:394,002,1.0
input_SAR.txt:429,001,1.0
input_SAR.txt:464,017,1.0
input_SAR.txt:499,006,1.0
input_SAR.txt:534,000,1.0
input_SAR.txt:569,010,1.0
input_SAR.txt:604,006,1.0
input_SAR.txt:639,010,1.0
input_SAR.txt:674,010,1.0
input_SAR.txt:709,010,1.0
input_SAR.txt:744,002,1.0
input_SAR.txt:779,012,1.0
input_SAR.txt:814,012,1.0
input_SAR.txt:849,010,1.0
input_SAR.txt:879,000,1.0
input_SAR.txt:914,006,1.0
input_SAR.txt:949,002,1.0
input_SAR.txt:984,013,1.0
input_SAR.txt:1019,010,1.0
input_SAR.txt:1054,016,1.0
input_SAR.txt:1089,010,1.0
input_SAR.txt:1124,009,1.0
input_SAR.txt:1159,001,1.0
input_SAR.txt:1194,002,1.0
input_SAR.txt:1229,017,1.0
input_SAR.txt:1264,000,1.0
input_SAR.txt:1299,006,1.0
input_SAR.txt:1334,001,1.0
input_SAR.txt:1369,009,1.0
input_SAR.txt:1404,016,1.0
input_SAR.txt:1439,012,1.0
input_SAR.txt:1474,016,1.0
input_SAR.txt:1509,012,1.0
input_SAR.txt:1544,002,1.0
input_SAR.txt:1579,012,1.0
input_SAR.txt:1614,001,1.0
input_SAR.txt:1649,005,1.0
input_SAR.txt:20,003,1.0
input_SAR.txt:55,010,1.0
input_SAR.txt:90,010,1.0
input_SAR.txt:125,004,1.0
input_SAR.txt:160,001,1.0
input_SAR.txt:195,002,1.0
input_SAR.txt:230,005,1.0
input_SAR.txt:265,002,1.0
input_SAR.txt:300,021,1.0
input_SAR.txt:335,010,1.0
input_SAR.txt:370,015,1.0
input_SAR.txt:405,001,1.0
input_SAR.txt:440,000,1.0
input_SAR.txt:475,000,1.0
input_SAR.txt:510,010,1.0
input_SAR.txt:545,002,1.0
input_SAR.txt:580,011,1.0
input_SAR.txt:615,000,1.0
input_SAR.txt:650,006,1.0
input_SAR.txt:685,010,1.0
input_SAR.txt:720,010,1.0
input_SAR.txt:755,000,1.0
input_SAR.txt:790,012,1.0
input_SAR.txt:825,001,1.0
input_SAR.txt:855,003,1.0
input_SAR.txt:890,004,1.0
input_SAR.txt:925,016,1.0
input_SAR.txt:960,002,1.0
input_SAR.txt:995,009,1.0
input_SAR.txt:1030,008,1.0
input_SAR.txt:1065,010,1.0
input_SAR.txt:1100,000,1.0
input_SAR.txt:1135,001,1.0
input_SAR.txt:1170,000,1.0
input_SAR.txt:1205,008,1.0
input_SAR.txt:1240,001,1.0
input_SAR.txt:1275,016,1.0
input_SAR.txt:1310,002,1.0
input_SAR.txt:1345,001,1.0
input_SAR.txt:1380,010,1.0
input_SAR.txt:1415,006,1.0
input_SAR.txt:1450,001,1.0
input_SAR.txt:1485,001,1.0
input_SAR.txt:1520,000,1.0
input_SAR.txt:1555,000,1.0
input_SAR.txt:1590,010,1.0
input_SAR.txt:1625,002,1.0
input_SAR.txt:1660,024,1.0
input_SAR.txt:6,015,1.0
input_SAR.txt:41,013,1.0
input_SAR.txt:76,002,1.0
input_SAR.txt:111,012,1.0
input_SAR.txt:146,008,1.0
input_SAR.txt:181,007,1.0
input_SAR.txt:216,012,1.0
input_SAR.txt:251,007,1.0
input_SAR.txt:286,010,1.0
input_SAR.txt:321,021,1.0
input_SAR.txt:356,008,1.0
input_SAR.txt:391,001,1.0
input_SAR.txt:426,014,1.0
input_SAR.txt:461,000,1.0
input_SAR.txt:496,010,1.0
input_SAR.txt:531,010,1.0
input_SAR.txt:566,012,1.0
input_SAR.txt:601,013,1.0
input_SAR.txt:636,000,1.0
input_SAR.txt:671,010,1.0
input_SAR.txt:706,006,1.0
input_SAR.txt:741,004,1.0
input_SAR.txt:776,010,1.0
input_SAR.txt:811,000,1.0
input_SAR.txt:846,003,1.0
input_SAR.txt:876,009,1.0
input_SAR.txt:911,012,1.0
input_SAR.txt:946,004,1.0
input_SAR.txt:981,005,1.0
input_SAR.txt:1016,011,1.0
input_SAR.txt:1051,005,1.0
input_SAR.txt:1086,009,1.0
input_SAR.txt:1121,016,1.0
input_SAR.txt:1156,016,1.0
input_SAR.txt:1191,010,1.0
input_SAR.txt:1226,001,1.0
input_SAR.txt:1261,000,1.0
input_SAR.txt:1296,000,1.0
input_SAR.txt:1331,016,1.0
input_SAR.txt:1366,002,1.0
input_SAR.txt:1401,000,1.0
input_SAR.txt:1436,010,1.0
input_SAR.txt:1471,001,1.0
input_SAR.txt:1506,019,1.0
input_SAR.txt:1541,010,1.0
input_SAR.txt:1576,012,1.0
input_SAR.txt:1611,012,1.0
input_SAR.txt:1646,001,1.0
input_SAR.txt:8,010,1.0
input_SAR.txt:43,012,1.0
input_SAR.txt:78,010,1.0
input_SAR.txt:113,022,1.0
input_SAR.txt:148,008,1.0
input_SAR.txt:183,012,1.0
input_SAR.txt:218,012,1.0
input_SAR.txt:253,012,1.0
input_SAR.txt:288,019,1.0
input_SAR.txt:323,011,1.0
input_SAR.txt:358,006,1.0
input_SAR.txt:393,015,1.0
input_SAR.txt:428,010,1.0
input_SAR.txt:463,017,1.0
input_SAR.txt:498,010,1.0
input_SAR.txt:533,000,1.0
input_SAR.txt:568,024,1.0
input_SAR.txt:603,012,1.0
input_SAR.txt:638,010,1.0
input_SAR.txt:673,010,1.0
input_SAR.txt:708,001,1.0
input_SAR.txt:743,005,1.0
input_SAR.txt:778,010,1.0
input_SAR.txt:813,001,1.0
input_SAR.txt:848,003,1.0
input_SAR.txt:878,016,1.0
input_SAR.txt:913,011,1.0
input_SAR.txt:948,010,1.0
input_SAR.txt:983,013,1.0
input_SAR.txt:1018,006,1.0
input_SAR.txt:1053,012,1.0
input_SAR.txt:1088,010,1.0
input_SAR.txt:1123,006,1.0
input_SAR.txt:1158,001,1.0
input_SAR.txt:1193,010,1.0
input_SAR.txt:1228,002,1.0
input_SAR.txt:1263,000,1.0
input_SAR.txt:1298,008,1.0
input_SAR.txt:1333,009,1.0
input_SAR.txt:1368,016,1.0
input_SAR.txt:1403,016,1.0
input_SAR.txt:1438,016,1.0
input_SAR.txt:1473,016,1.0
input_SAR.txt:1508,014,1.0
input_SAR.txt:1543,003,1.0
input_SAR.txt:1578,006,1.0
input_SAR.txt:1613,001,1.0
input_SAR.txt:1648,011,1.0
input_SAR.txt:1,010,1.0
input_SAR.txt:36,004,1.0
input_SAR.txt:71,020,1.0
input_SAR.txt:106,010,1.0
input_SAR.txt:141,012,1.0
input_SAR.txt:176,012,1.0
input_SAR.txt:211,006,1.0
input_SAR.txt:246,018,1.0
input_SAR.txt:281,003,1.0
input_SAR.txt:316,002,1.0
input_SAR.txt:351,012,1.0
input_SAR.txt:386,022,1.0
input_SAR.txt:421,015,1.0
input_SAR.txt:456,000,1.0
input_SAR.txt:491,010,1.0
input_SAR.txt:526,000,1.0
input_SAR.txt:561,003,1.0
input_SAR.txt:596,012,1.0
input_SAR.txt:631,002,1.0
input_SAR.txt:666,012,1.0
input_SAR.txt:701,006,1.0
input_SAR.txt:736,001,1.0
input_SAR.txt:771,010,1.0
input_SAR.txt:806,010,1.0
input_SAR.txt:841,003,1.0
input_SAR.txt:871,010,1.0
input_SAR.txt:906,010,1.0
input_SAR.txt:941,000,1.0
input_SAR.txt:976,002,1.0
input_SAR.txt:1011,012,1.0
input_SAR.txt:1046,024,1.0
input_SAR.txt:1081,010,1.0
input_SAR.txt:1116,016,1.0
input_SAR.txt:1151,016,1.0
input_SAR.txt:1186,001,1.0
input_SAR.txt:1221,009,1.0
input_SAR.txt:1256,000,1.0
input_SAR.txt:1291,004,1.0
input_SAR.txt:1326,012,1.0
input_SAR.txt:1361,001,1.0
input_SAR.txt:1396,001,1.0
input_SAR.txt:1431,002,1.0
input_SAR.txt:1466,016,1.0
input_SAR.txt:1501,012,1.0
input_SAR.txt:1536,006,1.0
input_SAR.txt:1571,011,1.0
input_SAR.txt:1606,005,1.0
input_SAR.txt:1641,013,1.0
input_SAR.txt:13,010,1.0
input_SAR.txt:48,013,1.0
input_SAR.txt:83,019,1.0
input_SAR.txt:118,020,1.0
input_SAR.txt:153,010,1.0
input_SAR.txt:188,000,1.0
input_SAR.txt:223,004,1.0
input_SAR.txt:258,004,1.0
input_SAR.txt:293,021,1.0
input_SAR.txt:328,013,1.0
input_SAR.txt:363,015,1.0
input_SAR.txt:398,015,1.0
input_SAR.txt:433,013,1.0
input_SAR.txt:468,004,1.0
input_SAR.txt:503,006,1.0
input_SAR.txt:538,004,1.0
input_SAR.txt:573,012,1.0
input_SAR.txt:608,010,1.0
input_SAR.txt:643,004,1.0
input_SAR.txt:678,026,1.0
input_SAR.txt:713,001,1.0
input_SAR.txt:748,010,1.0
input_SAR.txt:783,012,1.0
input_SAR.txt:818,010,1.0
input_SAR.txt:853,003,1.0
input_SAR.txt:883,004,1.0
input_SAR.txt:918,012,1.0
input_SAR.txt:953,002,1.0
input_SAR.txt:988,003,1.0
input_SAR.txt:1023,010,1.0
input_SAR.txt:1058,014,1.0
input_SAR.txt:1093,000,1.0
input_SAR.txt:1128,000,1.0
input_SAR.txt:1163,001,1.0
input_SAR.txt:1198,000,1.0
input_SAR.txt:1233,001,1.0
input_SAR.txt:1268,000,1.0
input_SAR.txt:1303,004,1.0
input_SAR.txt:1338,012,1.0
input_SAR.txt:1373,016,1.0
input_SAR.txt:1408,001,1.0
input_SAR.txt:1443,010,1.0
input_SAR.txt:1478,016,1.0
input_SAR.txt:1513,010,1.0
input_SAR.txt:1548,010,1.0
input_SAR.txt:1583,009,1.0
input_SAR.txt:1618,010,1.0
input_SAR.txt:1653,001,1.0
input_SAR.txt:22,006,1.0
input_SAR.txt:57,012,1.0
input_SAR.txt:92,010,1.0
input_SAR.txt:127,005,1.0
input_SAR.txt:162,018,1.0
input_SAR.txt:197,011,1.0
input_SAR.txt:232,021,1.0
input_SAR.txt:267,004,1.0
input_SAR.txt:302,011,1.0
input_SAR.txt:337,012,1.0
input_SAR.txt:372,015,1.0
input_SAR.txt:407,010,1.0
input_SAR.txt:442,025,1.0
input_SAR.txt:477,005,1.0
input_SAR.txt:512,000,1.0
input_SAR.txt:547,007,1.0
input_SAR.txt:582,003,1.0
input_SAR.txt:617,006,1.0
input_SAR.txt:652,007,1.0
input_SAR.txt:687,022,1.0
input_SAR.txt:722,001,1.0
input_SAR.txt:757,012,1.0
input_SAR.txt:792,010,1.0
input_SAR.txt:827,010,1.0
input_SAR.txt:857,003,1.0
input_SAR.txt:892,004,1.0
input_SAR.txt:927,016,1.0
input_SAR.txt:962,002,1.0
input_SAR.txt:997,010,1.0
input_SAR.txt:1032,024,1.0
input_SAR.txt:1067,013,1.0
input_SAR.txt:1102,004,1.0
input_SAR.txt:1137,001,1.0
input_SAR.txt:1172,000,1.0
input_SAR.txt:1207,007,1.0
input_SAR.txt:1242,010,1.0
input_SAR.txt:1277,000,1.0
input_SAR.txt:1312,008,1.0
input_SAR.txt:1347,009,1.0
input_SAR.txt:1382,009,1.0
input_SAR.txt:1417,002,1.0
input_SAR.txt:1452,001,1.0
input_SAR.txt:1487,016,1.0
input_SAR.txt:1522,000,1.0
input_SAR.txt:1557,010,1.0
input_SAR.txt:1592,013,1.0
input_SAR.txt:1627,003,1.0
input_SAR.txt:1662,011,1.0
input_SAR.txt:23,000,1.0
input_SAR.txt:58,013,1.0
input_SAR.txt:93,015,1.0
input_SAR.txt:128,001,1.0
input_SAR.txt:163,015,1.0
input_SAR.txt:198,003,1.0
input_SAR.txt:233,005,1.0
input_SAR.txt:268,004,1.0
input_SAR.txt:303,006,1.0
input_SAR.txt:338,001,1.0
input_SAR.txt:373,015,1.0
input_SAR.txt:408,010,1.0
input_SAR.txt:443,025,1.0
input_SAR.txt:478,008,1.0
input_SAR.txt:513,000,1.0
input_SAR.txt:548,023,1.0
input_SAR.txt:583,012,1.0
input_SAR.txt:618,009,1.0
input_SAR.txt:653,005,1.0
input_SAR.txt:688,010,1.0
input_SAR.txt:723,010,1.0
input_SAR.txt:758,012,1.0
input_SAR.txt:793,010,1.0
input_SAR.txt:828,021,1.0
input_SAR.txt:858,007,1.0
input_SAR.txt:893,000,1.0
input_SAR.txt:928,016,1.0
input_SAR.txt:963,006,1.0
input_SAR.txt:998,010,1.0
input_SAR.txt:1033,026,1.0
input_SAR.txt:1068,000,1.0
input_SAR.txt:1103,004,1.0
input_SAR.txt:1138,011,1.0
input_SAR.txt:1173,001,1.0
input_SAR.txt:1208,001,1.0
input_SAR.txt:1243,007,1.0
input_SAR.txt:1278,002,1.0
input_SAR.txt:1313,010,1.0
input_SAR.txt:1348,000,1.0
input_SAR.txt:1383,001,1.0
input_SAR.txt:1418,009,1.0
input_SAR.txt:1453,009,1.0
input_SAR.txt:1488,010,1.0
input_SAR.txt:1523,008,1.0
input_SAR.txt:1558,014,1.0
input_SAR.txt:1593,010,1.0
input_SAR.txt:1628,017,1.0
input_SAR.txt:1663,011,1.0
input_SAR.txt:3,010,1.0
input_SAR.txt:38,016,1.0
input_SAR.txt:73,017,1.0
input_SAR.txt:108,001,1.0
input_SAR.txt:143,001,1.0
input_SAR.txt:178,012,1.0
input_SAR.txt:213,001,1.0
input_SAR.txt:248,013,1.0
input_SAR.txt:283,019,1.0
input_SAR.txt:318,012,1.0
input_SAR.txt:353,006,1.0
input_SAR.txt:388,015,1.0
input_SAR.txt:423,014,1.0
input_SAR.txt:458,013,1.0
input_SAR.txt:493,010,1.0
input_SAR.txt:528,014,1.0
input_SAR.txt:563,006,1.0
input_SAR.txt:598,006,1.0
input_SAR.txt:633,006,1.0
input_SAR.txt:668,003,1.0
input_SAR.txt:703,006,1.0
input_SAR.txt:738,001,1.0
input_SAR.txt:773,012,1.0
input_SAR.txt:808,000,0.531098
input_SAR.txt:808,001,0.468902
input_SAR.txt:843,001,1.0
input_SAR.txt:873,016,1.0
input_SAR.txt:908,006,1.0
input_SAR.txt:943,022,1.0
input_SAR.txt:978,014,1.0
input_SAR.txt:1013,004,1.0
input_SAR.txt:1048,004,1.0
input_SAR.txt:1083,001,1.0
input_SAR.txt:1118,003,1.0
input_SAR.txt:1153,001,1.0
input_SAR.txt:1188,012,1.0
input_SAR.txt:1223,006,1.0
input_SAR.txt:1258,001,1.0
input_SAR.txt:1293,000,1.0
input_SAR.txt:1328,016,1.0
input_SAR.txt:1363,016,1.0
input_SAR.txt:1398,004,1.0
input_SAR.txt:1433,024,1.0
input_SAR.txt:1468,016,1.0
input_SAR.txt:1503,012,1.0
input_SAR.txt:1538,000,1.0
input_SAR.txt:1573,010,1.0
input_SAR.txt:1608,010,1.0
input_SAR.txt:1643,012,1.0
input_SAR.txt:10,010,1.0
input_SAR.txt:45,005,1.0
input_SAR.txt:80,020,1.0
input_SAR.txt:115,004,1.0
input_SAR.txt:150,003,1.0
input_SAR.txt:185,005,1.0
input_SAR.txt:220,012,1.0
input_SAR.txt:255,017,1.0
input_SAR.txt:290,012,1.0
input_SAR.txt:325,012,1.0
input_SAR.txt:360,015,1.0
input_SAR.txt:395,015,1.0
input_SAR.txt:430,002,1.0
input_SAR.txt:465,017,1.0
input_SAR.txt:500,010,1.0
input_SAR.txt:535,000,1.0
input_SAR.txt:570,006,1.0
input_SAR.txt:605,006,1.0
input_SAR.txt:640,006,1.0
input_SAR.txt:675,006,1.0
input_SAR.txt:710,001,1.0
input_SAR.txt:745,010,1.0
input_SAR.txt:780,010,1.0
input_SAR.txt:815,000,0.531098
input_SAR.txt:815,001,0.468902
input_SAR.txt:850,003,1.0
input_SAR.txt:880,016,1.0
input_SAR.txt:915,004,1.0
input_SAR.txt:950,002,1.0
input_SAR.txt:985,002,1.0
input_SAR.txt:1020,026,1.0
input_SAR.txt:1055,016,1.0
input_SAR.txt:1090,001,1.0
input_SAR.txt:1125,009,1.0
input_SAR.txt:1160,001,1.0
input_SAR.txt:1195,009,1.0
input_SAR.txt:1230,001,1.0
input_SAR.txt:1265,000,1.0
input_SAR.txt:1300,014,1.0
input_SAR.txt:1335,010,1.0
input_SAR.txt:1370,016,1.0
input_SAR.txt:1405,009,1.0
input_SAR.txt:1440,001,1.0
input_SAR.txt:1475,000,1.0
input_SAR.txt:1510,010,1.0
input_SAR.txt:1545,000,1.0
input_SAR.txt:1580,012,1.0
input_SAR.txt:1615,029,1.0
input_SAR.txt:1650,001,1.0
input_SAR.txt:28,010,1.0
input_SAR.txt:63,000,1.0
input_SAR.txt:98,011,1.0
input_SAR.txt:133,019,1.0
input_SAR.txt:168,010,1.0
input_SAR.txt:203,009,1.0
input_SAR.txt:238,011,1.0
input_SAR.txt:273,017,1.0
input_SAR.txt:308,017,1.0
input_SAR.txt:343,008,1.0
input_SAR.txt:378,010,1.0
input_SAR.txt:413,002,1.0
input_SAR.txt:448,012,1.0
input_SAR.txt:483,018,1.0
input_SAR.txt:518,001,1.0
input_SAR.txt:553,009,1.0
input_SAR.txt:588,004,1.0
input_SAR.txt:623,010,1.0
input_SAR.txt:658,001,1.0
input_SAR.txt:693,006,1.0
input_SAR.txt:728,009,1.0
input_SAR.txt:763,006,1.0
input_SAR.txt:798,010,1.0
input_SAR.txt:833,010,1.0
input_SAR.txt:863,016,1.0
input_SAR.txt:898,000,1.0
input_SAR.txt:933,000,1.0
input_SAR.txt:968,001,1.0
input_SAR.txt:1003,008,1.0
input_SAR.txt:1038,001,1.0
input_SAR.txt:1073,016,1.0
input_SAR.txt:1108,016,1.0
input_SAR.txt:1143,010,1.0
input_SAR.txt:1178,000,1.0
input_SAR.txt:1213,002,1.0
input_SAR.txt:1248,014,1.0
input_SAR.txt:1283,005,1.0
input_SAR.txt:1318,008,1.0
input_SAR.txt:1353,010,1.0
input_SAR.txt:1388,000,1.0
input_SAR.txt:1423,000,1.0
input_SAR.txt:1458,016,1.0
input_SAR.txt:1493,001,1.0
input_SAR.txt:1528,010,1.0
input_SAR.txt:1563,010,1.0
input_SAR.txt:1598,010,1.0
input_SAR.txt:1633,021,1.0
input_SAR.txt:1668,022,1.0
input_SAR.txt:18,019,1.0
input_SAR.txt:53,008,1.0
input_SAR.txt:88,001,1.0
input_SAR.txt:123,002,1.0
input_SAR.txt:158,006,1.0
input_SAR.txt:193,012,1.0
input_SAR.txt:228,013,1.0
input_SAR.txt:263,012,1.0
input_SAR.txt:298,013,1.0
input_SAR.txt:333,010,1.0
input_SAR.txt:368,015,1.0
input_SAR.txt:403,015,1.0
input_SAR.txt:438,023,1.0
input_SAR.txt:473,001,1.0
input_SAR.txt:508,001,1.0
input_SAR.txt:543,009,1.0
input_SAR.txt:578,012,1.0
input_SAR.txt:613,004,1.0
input_SAR.txt:648,009,1.0
input_SAR.txt:683,012,1.0
input_SAR.txt:718,010,1.0
input_SAR.txt:753,010,1.0
input_SAR.txt:788,001,1.0
input_SAR.txt:823,007,1.0
input_SAR.txt:888,000,1.0
input_SAR.txt:923,012,1.0
input_SAR.txt:958,000,1.0
input_SAR.txt:993,016,1.0
input_SAR.txt:1028,010,1.0
input_SAR.txt:1063,009,1.0
input_SAR.txt:1098,000,1.0
input_SAR.txt:1133,010,1.0
input_SAR.txt:1168,001,1.0
input_SAR.txt:1203,009,1.0
